Terminal log file
Date: 16/04/2018 - 09:10:05
-----------------------------------------------
,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,34,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,35,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,250,232,196,0,100,0,0,FFAE,0,
0.994,36,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,37,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,38,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,39,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,40,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,7,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,41,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,0,0,0,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,42,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,250,232,196,0,100,0,0,FFAE,0,
0.994,43,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
0.994,44,0,0,0,0,1,0,0,951845,139,139,-1,139,139,-1,139,139,-1,139,139,0,-1,21,1,139,5,6,6,6,0,0,211,13,110,119,251,232,196,0,100,0,0,FFAE,0,
